"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"12886","Uttar Pradesh","Construction of public toilets and bathrooms","WS/MP203/2023-2024/107448","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","25-Oct-2024","SURYA CONSTRUCTION","Payment Success","404674"
"12887","Uttar Pradesh","Construction of public toilets and bathrooms","WS/MP203/2023-2024/107448","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","21-Jan-2025","SURYA CONSTRUCTION","Payment Success","254635"
"12888","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP099/2024-2025/133004","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","19-Nov-2024","John K U","Payment Success","545102"
"12889","Punjab","Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","WS/MP844/2024-2025/127389","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","06-Nov-2024","Commissioner Municipal Corporation Amritsar","Payment Success","1755424"
"12890","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/36823","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","05-Jun-2025","VENUGOPAL","Payment Success","123928"
"12891","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/36823","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","26-Nov-2024","VENUGOPAL","Payment Success","375000"
"12892","Gujarat","Installing tube-wells and borewells","WS/MP18288/2025-2026/169465","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","09-Jul-2026","Gram Panchyat Bodidra Buzarg","Payment Success","60000"
"12893","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18288/2025-2026/214440","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030)","Elected MP","09-Jul-2026","Gram Panchyat Bodidra Buzarg","Payment Success","249360"
"12894","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP887/2023-2024/105224","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Dinesh Sharma (2023-26) (2023-2026)","Elected MP","17-Jan-2025","mohini Construction","Payment Success","787827"
"12895","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP887/2023-2024/105224","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Dinesh Sharma (2023-26) (2023-2026)","Elected MP","17-Jan-2025","mohini Construction","Payment Success","798483"
"12896","Odisha","Construction of community centers and community halls","WS/MP138/2023-2024/23253","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","03-Dec-2024","GANGADHAR BEHERA","Payment Success","100000"
"12897","Punjab","Development of playground","WS/MP141/2024-2025/138784","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","03-Jan-2025","Ashok and Co","Payment Success","470194"
"12898","Punjab","Development of playground","WS/MP141/2025-2026/192029","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","26-Aug-2025","Ashok and Co","Payment Success","478289"
"12899","Himachal Pradesh","Construction of community centers and community halls","WS/MP18304/2025-2026/190179","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","29-Aug-2025","Gram Panchayat Bonda","Payment Success","150000"
"12900","Himachal Pradesh","Lighting of public spaces","WS/MP18304/2025-2026/190180","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","29-Aug-2025","Gram Panchayat Bonda","Payment Success","150000"
"12901","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2025-2026/213569","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","11-Aug-2025","The New Punjab Cooperative L C Society LTD","Payment Success","475848"
"12902","Punjab","Development of playground","WS/MP141/2024-2025/138785","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","03-Jan-2025","The New Punjab Cooperative L C Society LTD","Payment Success","309181"
"12903","Punjab","Installation of multi-gym equipment","WS/MP140/2024-2025/124382","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","26-Dec-2024","The New Punjab Cooperative L C Society LTD","Payment Success","188581"
"12904","Punjab","Development of playground","WS/MP141/2024-2025/138785","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","26-Jun-2025","The New Punjab Cooperative L C Society LTD","Payment Success","159694"
"12905","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP140/2024-2025/163171","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","18-Mar-2025","The New Punjab Cooperative L C Society LTD","Payment Success","385131"
"12906","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18291/2025-2026/185368","AMRELI(DISTRICT COLLECTOR AMRELI_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","20-Jan-2026","Gavdka Gram Panchayat","Payment Success","300000"
"12907","Himachal Pradesh","Purchase of books for public libraries/ digitization of library books","WS/MP078/2025-2026/160238","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","17-Jul-2025","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","797400"
"12908","Uttarakhand","Purchase Books for Library","WS/MP850/2025-2026/152702","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","26-Aug-2025","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","999990"
"12909","Himachal Pradesh","Purchase of books and periodicals for libraries/digitization of library books","WS/MP078/2024-2025/164424","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","05-May-2025","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","599956"
"12910","Himachal Pradesh","Purchase of books and periodicals for libraries/digitization of library books","WS/MP078/2025-2026/232521","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","17-Feb-2026","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","2500000"
"12911","Himachal Pradesh","Purchase of books for public libraries/ digitization of library books","WS/MP078/2024-2025/140575","SOLAN(DEPUTY COMMISSIONER SOLAN_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","03-Mar-2025","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","899934.21"
"12912","Himachal Pradesh","Purchase of books and periodicals for libraries/digitization of library books","WS/MP078/2025-2026/220892","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","12-Feb-2026","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","2498500"
"12913","Himachal Pradesh","Purchase of books for public libraries/ digitization of library books","WS/MP078/2024-2025/140656","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","29-Oct-2024","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","1799868.42"
"12914","Himachal Pradesh","Purchase of books for public libraries/ digitization of library books","WS/MP078/2024-2025/140581","KINNAUR(DEPUTY COMMISSIONER KINNAUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","30-May-2025","STRAIGHT FORWARD PUBLISHERS PRIVATE LIMITED","Payment Success","1999853"
"12915","Karnataka","Construction of rooms and halls in school and colleges","WS/MP838/2025-2026/197846","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","08-Jul-2026","RAMANARAYAN R S","Payment Success","125000"
"12916","Karnataka","Construction of rooms and halls in school and colleges","WS/MP838/2025-2026/197846","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","09-Jan-2026","RAMANARAYAN R S","Payment Success","375000"
"12917","Himachal Pradesh","Construction of community centers and community halls","WS/MP18304/2024-2025/135474","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","07-Nov-2024","Gram Panchayat Draman","Payment Success","200000"
"12918","Himachal Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18304/2025-2026/196155","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","26-Feb-2026","Gram Panchayat Draman","Payment Success","75000"
"12919","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/213788","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","15-Oct-2025","Gram Panchayat Draman","Payment Success","50000"
"12920","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/223618","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","15-Oct-2025","Gram Panchayat Draman","Payment Success","200000"
"12921","Chhattisgarh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP225/2024-2025/140112","SAKTI(COLLECTOR SAKTI_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","05-Nov-2024","sarpanch gram panchayat boirdih","Payment Success","400000"
"12922","Chhattisgarh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP225/2024-2025/140112","SAKTI(COLLECTOR SAKTI_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","16-Jan-2025","sarpanch gram panchayat boirdih","Payment Success","600000"
"12923","Kerala","Purchase of vans and buses for educational institutions","WS/MP842/2024-2025/125253","IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA)","Smt. P. T. Usha (2022-28) (2022-2028)","Nominated MP","18-Dec-2024","RPMLPS CHOTTUPARA","Payment Success","43492"
"12924","Himachal Pradesh","Construction of community centers and community halls","WS/MP18304/2025-2026/156274","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","18-Aug-2025","Commissioner MC Palampur","Payment Success","294037"
"12925","Himachal Pradesh","Construction of community centers and community halls","WS/MP18304/2025-2026/156277","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","27-Oct-2025","Commissioner MC Palampur","Payment Success","150000"
"12926","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","PARASRAM GAJANAND SATPUTE","Payment Success","3000"
"12927","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","PARASRAM GAJANAND SATPUTE","Payment Success","3000"
"12928","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","PARASRAM GAJANAND SATPUTE","Payment Success","3000"
"12929","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","PARASRAM GAJANAND SATPUTE","Payment Success","3000"
"12930","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","PARASRAM GAJANAND SATPUTE","Payment Success","3000"
"12931","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","REKHA PARASRAM SATPUTE","Payment Success","1800"
"12932","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","REKHA PARASRAM SATPUTE","Payment Success","1800"
"12933","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","REKHA PARASRAM SATPUTE","Payment Success","1800"
"12934","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","REKHA PARASRAM SATPUTE","Payment Success","1800"
"12935","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","REKHA PARASRAM SATPUTE","Payment Success","1800"
"12936","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","LAXMAN SATPUTE","Payment Success","3000"
"12937","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","LAXMAN SATPUTE","Payment Success","3000"
"12938","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","LAXMAN SATPUTE","Payment Success","3000"
"12939","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","LAXMAN SATPUTE","Payment Success","3000"
"12940","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","LAXMAN SATPUTE","Payment Success","3000"
"12941","Jammu And Kashmir","Construction of public toilets and bathrooms","WS/MP839/2023-2024/61661","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","17-Oct-2024","Balbir Singh","Payment Success","1998000"
"12942","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","NIRMALA LAXMAN SATPUTE","Payment Success","1800"
"12943","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","NIRMALA LAXMAN SATPUTE","Payment Success","1800"
"12944","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Oct-2024","NIRMALA LAXMAN SATPUTE","Payment Success","1800"
"12945","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","NIRMALA LAXMAN SATPUTE","Payment Success","1800"
"12946","Madhya Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP106/2023-2024/26208","BETUL(DISTRICT COLLECTOR BETUL_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","23-Oct-2024","NIRMALA LAXMAN SATPUTE","Payment Success","1800"
"12947","Tamil Nadu","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP166/2024-2025/145378","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","18-Oct-2024","JB AUTOMOBILES PRIVATE LIMITED","Payment Success","1215500"
